conn_type,source,target
calls,ChooseAccount,BaseAccount
calls,AccountSetupBasics,EmailAddressValidator
calls,AccountSetupBasics,ClientCertificateSpinner
calls,AccountSetupBasics,Account
calls,ChooseFolder,MessageReference
calls,ChooseFolder,Account
calls,TextPartFinder,Part
calls,TextPartFinder,Multipart
calls,K9AlarmManager,DozeChecker
calls,AttachmentView,AttachmentViewCallback
calls,MessageCryptoStructureDetector,MessageCryptoAnnotations
calls,MessageCryptoStructureDetector,Part
calls,MessageCryptoStructureDetector,Multipart
calls,MessageCryptoStructureDetector,CryptoResultAnnotation
calls,DatabaseUpgradeService,TracingPowerManager
calls,DatabaseUpgradeService,Preferences
calls,DatabaseUpgradeService,Account
calls,IdentityHelper,Message
calls,IdentityHelper,Account
calls,UriLinkifier,UriParser
calls,MessageListFragment,MessageReference
calls,MessageListFragment,MessagingController
calls,MessageListFragment,ActivityListener
calls,MessageListFragment,StorageEditor
calls,MessageListFragment,LocalSearch
calls,MessageListFragment,Preferences
calls,MessageListFragment,Account
calls,LocalMessageExtractorLoader,MessageViewInfoExtractor
calls,LocalMessageExtractorLoader,Message
calls,TextQuoteCreator,Message
calls,AccountSetupAccountType,ServerNameSuggester
calls,AccountSetupAccountType,Account
calls,MessageExtractor,Part
calls,MessageExtractor,Multipart
calls,CoreService,TracingPowerManager
calls,MessageFulltextCreator,EncryptionDetector
calls,MessageFulltextCreator,Part
calls,MessageFulltextCreator,TextPartFinder
calls,UnreadWidgetConfiguration,UnreadWidgetProperties
calls,UnreadWidgetConfiguration,Account
calls,LauncherShortcuts,BaseAccount
calls,LauncherShortcuts,SearchAccount
calls,HtmlSignatureRemover,AdvancedNodeTraversor
calls,Multipart,BodyPart
calls,StorageEditor,Storage
calls,PreviewTextExtractor,Part
calls,NotificationActionService,MessageReference
calls,NotificationActionService,MessagingController
calls,NotificationActionService,Preferences
calls,NotificationActionService,Account
calls,NotificationDeleteConfirmation,MessagingController
calls,NotificationDeleteConfirmation,Preferences
calls,NotificationDeleteConfirmation,Account
calls,HtmlQuoteCreator,InsertableHtmlContent
calls,HtmlQuoteCreator,Message
calls,MessageViewInfoExtractor,AttachmentInfoExtractor
calls,MessageViewInfoExtractor,MessageHeader
calls,MessageViewInfoExtractor,MessageCryptoAnnotations
calls,MessageViewInfoExtractor,MessageViewInfo
calls,MessageViewInfoExtractor,Part
calls,MessageViewInfoExtractor,Message
calls,MessageViewInfoExtractor,CryptoResultAnnotation
calls,MessageViewInfoExtractor,HtmlProcessor
calls,LocalSearch,ConditionsTreeNode
calls,NotificationActionCreator,MessageReference
calls,NotificationActionCreator,LocalSearch
calls,NotificationActionCreator,Account
calls,RemoteControlReceiver,Preferences
calls,RemoteControlReceiver,Account
calls,MessageInfoHolder,LocalMessage
calls,SelectOrExamineResponse,ImapList
calls,SelectOrExamineResponse,ImapResponse
calls,AccountSetupOutgoing,AuthTypeAdapter
calls,AccountSetupOutgoing,ClientCertificateSpinner
calls,AccountSetupOutgoing,Account
calls,SaveMessageTask,MessagingController
calls,FolderSettings,Storage
calls,NewMailNotifications,NotificationController
calls,NewMailNotifications,RemoveNotificationResult
calls,NewMailNotifications,DeviceNotifications
calls,NewMailNotifications,NotificationContentCreator
calls,NewMailNotifications,AddNotificationResult
calls,NewMailNotifications,NotificationData
calls,NewMailNotifications,Account
calls,NewMailNotifications,WearNotifications
calls,MlfUtils,MessageReference
calls,MlfUtils,LocalFolder
calls,MlfUtils,LocalStore
calls,MlfUtils,Preferences
calls,MlfUtils,Account
calls,MimeMessageHelper,Part
calls,MimeMessageHelper,Multipart
calls,MimeMessageHelper,Body
calls,CoreReceiver,TracingPowerManager
calls,AttachmentPresenter,RecipientPresenter
calls,AttachmentPresenter,AttachmentViewInfo
calls,AttachmentPresenter,ComposeCryptoStatus
calls,AttachmentPresenter,Attachment
calls,Preferences,Storage
calls,Preferences,StorageEditor
calls,Preferences,Account
calls,K9ListActivity,K9ActivityCommon
calls,FetchPartCallback,Part
calls,FetchPartCallback,BodyFactory
calls,FetchPartCallback,ImapResponse
calls,RecipientSelectView,AlternateRecipientAdapter
calls,RecipientSelectView,RecipientAdapter
calls,ProgressBodyFactory,CountingOutputStream
calls,DataSet,ParsedMessageEnvelope
calls,MimeMessage,MimeHeader
calls,MimeMessage,Address
calls,MimeMessage,Body
calls,FontSizeSettings,SliderPreference
calls,FontSizeSettings,FontSizes
calls,FontSizeSettings,Storage
calls,FontSizeSettings,StorageEditor
calls,WebDavHandler,DataSet
calls,MessageListAdapter,FontSizes
calls,MessageListAdapter,MessageListFragment
calls,MessageListAdapter,ContactBadge
calls,MessageListAdapter,Account
calls,NotificationContentCreator,LocalMessage
calls,NotificationContentCreator,Message
calls,NotificationContentCreator,Account
calls,EmailProviderCache,LocalMessage
calls,LockScreenNotification,NotificationController
calls,LockScreenNotification,NotificationData
calls,LockScreenNotification,Account
calls,NamespaceResponse,ImapList
calls,FolderInfoHolder,LocalFolder
calls,FolderInfoHolder,Folder
calls,FolderInfoHolder,Account
calls,AccountSettings,Storage
calls,SettingsExporter,Storage
calls,SettingsExporter,ServerSettings
calls,SettingsExporter,Preferences
calls,SettingsExporter,Account
calls,WebDavStore,WebDavFolder
calls,WebDavStore,WebDavHttpClient
calls,WebDavStore,HttpGeneric
calls,WebDavStore,StoreConfig
calls,WebDavStore,DataSet
calls,WebDavStore,WebDavHandler
calls,AuthenticationErrorNotifications,NotificationController
calls,AuthenticationErrorNotifications,Account
calls,MimeUtility,Part
calls,MimeUtility,Multipart
calls,MimeUtility,Body
calls,MimeUtility,RawDataBody
calls,QuotedMessageMvpView,QuotedMessagePresenter
calls,QuotedMessageMvpView,EolConvertingEditText
calls,QuotedMessageMvpView,FontSizes
calls,QuotedMessageMvpView,MessageWebView
calls,K9WebViewClient,AttachmentResolver
calls,MessageWebView,K9WebViewClient
calls,MessageList,MessageReference
calls,CapabilityResponse,ImapList
calls,CapabilityResponse,ImapResponse
calls,TransportProvider,StoreConfig
calls,NotificationData,MessageReference
calls,MessageCryptoDisplayStatus,CryptoResultAnnotation
calls,RecipientLoader,Address
calls,HtmlProcessor,HtmlSanitizer
calls,MigrationTo41,MigrationsHelper
calls,MigrationTo41,Storage
calls,MigrationTo41,Account
calls,MigrationTo42,LocalFolder
calls,MigrationTo42,LocalStore
calls,MigrationTo42,MigrationsHelper
calls,MigrationTo42,Storage
calls,MigrationTo42,StorageEditor
calls,MigrationTo46,MigrationsHelper
calls,MigrationTo43,LocalFolder
calls,MigrationTo43,MigrationsHelper
calls,MigrationTo43,Account
calls,ChooseIdentity,Account
calls,ChooseIdentity,Identity
calls,MigrationTo50,MigrationsHelper
calls,MigrationTo50,Account
calls,MigrationTo51,MigrationsHelper
calls,MigrationTo51,MimeHeader
calls,MigrationTo51,Account
calls,WearNotifications,MessagingController
calls,WearNotifications,NotificationActionCreator
calls,WearNotifications,NotificationData
calls,WearNotifications,Account
calls,MigrationTo55,LocalFolder
calls,MigrationTo55,LocalMessage
calls,MigrationTo55,LocalStore
calls,MigrationTo55,MigrationsHelper
calls,MigrationTo55,MessageFulltextCreator
calls,ImapFolderPusher,TracingPowerManager
calls,ImapFolderPusher,ImapStore
calls,ImapFolderPusher,PushReceiver
calls,ImapFolderPusher,ImapConnection
calls,ImapFolderPusher,ImapResponse
calls,MigrationTo60,PendingCommandSerializer
calls,TextBody,SignSafeOutputStream
calls,TextBody,CountingOutputStream
calls,EmailProviderCacheCursor,EmailProviderCache
calls,AccountSetupComposition,Account
calls,MessageCompose,MessageReference
calls,MessageCompose,QuotedMessagePresenter
calls,MessageCompose,RecipientPresenter
calls,MessageCompose,IdentityAdapter
calls,MessageCompose,ComposeCryptoStatus
calls,MessageCompose,MessageLoaderHelper
calls,MessageCompose,Contacts
calls,MessageCompose,EolConvertingEditText
calls,MessageCompose,RecipientMvpView
calls,MessageCompose,MessageBuilder
calls,MessageCompose,Message
calls,MessageCompose,LocalSearch
calls,MessageCompose,AttachmentPresenter
calls,MessageCompose,Preferences
calls,MessageCompose,QuotedMessageMvpView
calls,MessageCompose,Account
calls,MessageCompose,Identity
calls,WebDavStoreUriCreator,ServerSettings
